bgrp,IBuff_Pop,SBuff_Pop,Buff_Pop,Buff_Pct,Lane_PctSB,Lane_PctIB
420034293003,252,87,339,25.7600002289,42.2900009155,57.7099990845
420034293004,81,56,137,14.3900003433,72.5199966431,27.4799995422
420034294001,474,71,545,92.6900024414,37.1500015259,62.8499984741
420034294002,758,76,834,49.4099998474,18.4099998474,81.5899963379
420034294003,250,134,384,30.2399997711,72.1900024414,27.8099994659
420034294004,339,152,491,68.2900009155,51.25,48.75
420034295001,1049,221,1270,68.0599975586,27.6599998474,72.3399963379
420034295002,1321,1,1322,78.1299972534,1.42999994755,98.5699996948
420034295003,455,109,564,86.2399978638,37.2000007629,62.7999992371
420034296001,987,392,1379,56.7700004578,46.6800003052,53.3199996948
420034296002,245,395,640,64.0599975586,62.9000015259,37.0999984741
420034297001,1171,252,1423,96.2099990845,30.7199993134,69.2799987793
420034297002,252,540,792,88.9899978638,77.1800003052,22.8199996948
420034301001,103,90,193,26.4400005341,39.7700004578,60.2299995422
420034301002,627,214,841,61.2099990845,34.8100013733,65.1900024414
420034302001,553,251,804,100.0,60.6300010681,39.3699989319
420034302002,959,112,1071,84.8000030518,41.4900016785,58.5099983215
420034302003,837,75,912,89.2399978638,27.1299991608,72.8700027466
420034302004,582,49,631,81.8399963379,7.86000013351,92.1399993896
420034302005,0,0,0,0.0,0.0,0.0
420034311001,1383,210,1593,95.1600036621,62.2200012207,37.7799987793
420034311002,973,517,1490,87.3399963379,51.0299987793,48.9700012207
420034314001,443,70,513,26.9699993134,45.1699981689,54.8300018311
420034315001,468,57,525,81.5199966431,8.13000011444,91.8700027466
420034315002,418,32,450,53.4399986267,9.13000011444,90.8700027466
420034315003,870,12,882,100.0,3.07999992371,96.9199981689
420034315004,324,262,586,81.3899993896,43.6500015259,56.3499984741
420034323001,282,21,303,27.25,14.5,85.5
420034323002,432,246,678,67.1999969482,13.9399995804,86.0599975586
420034324001,985,15,1000,100.0,7.71999979019,92.2799987793
420034324002,372,270,642,79.2600021362,57.6199989319,42.3800010681
420034324003,441,296,737,95.2200012207,25.9899997711,74.0100021362
420034340001,130,303,433,48.8699989319,71.6500015259,28.3500003815
420034340002,68,402,470,52.5099983215,84.6100006104,15.3900003433
420034350001,794,325,1119,85.75,49.3300018311,50.6699981689
420034350002,926,175,1101,96.2399978638,42.0200004578,57.9799995422
420034370001,859,433,1292,50.7099990845,43.4500007629,56.5499992371
420034370002,561,616,1177,53.2799987793,63.0499992371,36.9500007629
420034390001,662,348,1010,72.7699966431,66.8199996948,33.1800003052
420034455001,469,369,838,76.8099975586,44.6500015259,55.3499984741
420034455002,688,869,1557,95.4000015259,70.1500015259,29.8500003815
420034455003,829,247,1076,98.3499984741,44.0200004578,55.9799995422
420034460001,87,453,540,61.3600006104,94.9800033569,5.01999998093
420034460002,142,639,781,97.6200027466,78.1900024414,21.8099994659
420034470001,787,480,1267,77.5400009155,69.3099975586,30.6900005341
420034480001,1049,140,1189,97.6200027466,36.4799995422,63.5200004578
420034490001,1064,724,1788,67.7300033569,62.1599998474,37.8400001526
420034507001,830,131,961,63.5999984741,49.0200004578,50.9799995422
420034507002,1159,81,1240,76.2600021362,28.7800006866,71.2200012207
420034508001,1139,0,1139,86.6800003052,1.96000003815,98.0400009155
420034508002,519,0,519,100.0,3.55999994278,96.4400024414
420034508003,444,102,546,77.2300033569,55.2299995422,44.7700004578
420034511011,630,409,1039,51.7200012207,65.0599975586,34.9399986267
420034511012,706,42,748,45.8899993896,43.8400001526,56.1599998474
420034511021,150,345,495,26.4599990845,57.2799987793,42.7200012207
420034511022,63,136,199,20.9300003052,77.3099975586,22.6900005341
420034511023,499,761,1260,44.9199981689,61.6699981689,38.3300018311
420034511041,31,27,58,1.97000002861,67.1100006104,32.8899993896
420034511042,168,50,218,33.4399986267,38.0499992371,61.9500007629
420034511051,666,485,1151,79.3799972534,21.0400009155,78.9599990845
420034511052,340,46,386,42.5099983215,16.3199996948,83.6800003052
420034511053,812,127,939,51.0900001526,27.6299991608,72.3700027466
420034513001,799,413,1212,34.9700012207,50.4199981689,49.5800018311
420034513002,212,92,304,22.6700000763,57.1800003052,42.8199996948
420034513003,577,424,1001,69.4700012207,71.0800018311,28.9200000763
420034513004,377,245,622,70.2799987793,61.9399986267,38.0600013733
420034520002,209,65,274,15.7100000381,36.0900001526,63.9099998474
420034520003,529,233,762,48.8499984741,23.0400009155,76.9599990845
420034530032,473,89,562,91.0899963379,57.2400016785,42.7599983215
420034530041,149,82,231,12.3299999237,45.3100013733,54.6899986267
420034530042,618,60,678,34.8800010681,18.4300003052,81.5699996948
420034530043,506,142,648,27.5400009155,40.5499992371,59.4500007629
420034530044,150,78,228,29.0400009155,38.5099983215,61.4900016785
420034550001,822,341,1163,79.7099990845,44.2799987793,55.7200012207
420034560011,471,141,612,64.2900009155,31.0599994659,68.9400024414
420034560012,508,498,1006,39.1300010681,69.5699996948,30.4300003052
420034560031,495,56,551,62.1199989319,38.4599990845,61.5400009155
420034560032,902,489,1391,47.2799987793,56.0299987793,43.9700012207
420034560033,434,375,809,35.6100006104,62.0,38.0
420034560041,479,550,1029,59.6199989319,45.7099990845,54.2900009155
420034560042,1444,760,2204,71.8899993896,48.6599998474,51.3400001526
420034571001,630,121,751,98.4300003052,42.5900001526,57.4099998474
420034571002,657,1,658,98.9499969482,6.67000007629,93.3300018311
420034572001,295,278,573,96.9499969482,68.7900009155,31.2099990845
420034572002,719,128,847,100.0,36.7099990845,63.2900009155
420034572003,768,385,1153,83.6699981689,50.7799987793,49.2200012207
420034572004,360,125,485,53.6500015259,0.0,0.0
420034580001,178,54,232,36.5900001526,36.5999984741,63.4000015259
420034580002,847,179,1026,30.1200008392,43.1100006104,56.8899993896
420034580003,806,565,1371,78.7900009155,77.7699966431,22.2299995422
420034580004,323,250,573,44.0800018311,44.8300018311,55.1699981689
420034591011,762,393,1155,67.6200027466,45.6100006104,54.3899993896
420034591021,963,641,1604,77.0,49.4000015259,50.5999984741
420034591022,225,298,523,52.8300018311,68.0,32.0
420034591023,451,432,883,34.1599998474,73.8600006104,26.1399993896
420034592011,548,453,1001,60.9300003052,50.6800003052,49.3199996948
420034592012,996,282,1278,64.0,44.1399993896,55.8600006104
420034592013,629,77,706,40.0,22.2800006866,77.7200012207
420034592014,337,105,442,75.8099975586,36.8199996948,63.1800003052
420034592021,151,467,618,93.4899978638,96.6800003052,3.31999993324
420034600011,1542,417,1959,74.9700012207,60.4000015259,39.5999984741
420034600012,550,212,762,46.5499992371,44.7099990845,55.2900009155
420034600021,427,153,580,90.4800033569,49.6100006104,50.3899993896
420034600022,906,539,1445,72.4300003052,52.6399993896,47.3600006104
420034600023,268,21,289,36.7700004578,36.1300010681,63.8699989319
420034610001,953,24,977,90.1299972534,15.5399999619,84.4599990845
420034621001,171,109,280,43.5499992371,33.9099998474,66.0899963379
420034621002,88,183,271,45.1699981689,83.0599975586,16.9400005341
420034621003,784,478,1262,91.5800018311,68.4899978638,31.5100002289
420034626001,381,337,718,81.9599990845,79.5299987793,20.4699993134
420034626002,322,441,763,88.6200027466,84.3399963379,15.6599998474
420034626003,429,145,574,74.6399993896,34.1100006104,65.8899993896
420034626004,718,69,787,66.1299972534,54.7099990845,45.2900009155
420034639001,1077,27,1104,92.6200027466,39.2700004578,60.7299995422
420034639002,559,82,641,88.0500030518,16.0799999237,83.9199981689
420034639003,427,0,427,57.5499992371,0.0,100.0
420034643001,861,266,1127,86.8899993896,31.5599994659,68.4400024414
420034643002,527,110,637,80.7399978638,53.1399993896,46.8600006104
420034643003,650,12,662,99.5500030518,31.4899997711,68.5100021362
420034643004,461,117,578,99.8300018311,53.0299987793,46.9700012207
420034644001,381,35,416,93.0599975586,19.3199996948,80.6800003052
420034644002,520,108,628,68.1100006104,29.4099998474,70.5899963379
420034644003,930,132,1062,98.2399978638,7.23999977112,92.7600021362
420034644004,658,17,675,68.0400009155,2.15000009537,97.8499984741
420034656001,584,349,933,93.7699966431,65.75,34.25
420034656002,1194,62,1256,91.3499984741,48.0900001526,51.9099998474
420034658001,714,588,1302,84.2699966431,63.5200004578,36.4799995422
420034658002,550,138,688,60.2999992371,27.8999996185,72.0999984741
420034658003,0,13,13,1.46000003815,0.0,0.0
420034687001,524,395,919,86.4499969482,28.3500003815,71.6500015259
420034687002,209,105,314,45.1100006104,0.0,0.0
420034688001,568,0,568,91.4700012207,0.0,100.0
420034688002,567,141,708,99.3000030518,20.7600002289,79.2399978638
420034688003,338,438,776,62.6800003052,82.1200027466,17.8799991608
420034689001,752,368,1120,87.7099990845,57.4300003052,42.5699996948
420034689002,505,126,631,67.6299972534,34.5999984741,65.4000015259
420034689003,1059,329,1388,97.0,23.2000007629,76.8000030518
420034690001,773,224,997,93.0,42.8899993896,57.1100006104
420034690002,681,957,1638,68.1900024414,66.3099975586,33.6899986267
420034690003,562,292,854,89.1399993896,50.1300010681,49.8699989319
420034703001,362,350,712,43.9199981689,49.2099990845,50.7900009155
420034703002,391,248,639,27.6399993896,50.7400016785,49.2599983215
420034704001,636,135,771,83.3499984741,40.4399986267,59.5600013733
420034704002,70,96,166,22.7999992371,48.7200012207,51.2799987793
420034704003,396,621,1017,72.1299972534,56.5499992371,43.4500007629
420034705011,626,517,1143,45.7200012207,35.9500007629,64.0500030518
420034705012,724,263,987,67.8799972534,30.7099990845,69.2900009155
420034705021,588,403,991,66.6900024414,62.7900009155,37.2099990845
420034705022,657,140,797,53.6699981689,35.5600013733,64.4400024414
420034706001,556,396,952,57.4500007629,45.3699989319,54.6300010681
420034706002,154,134,288,39.6699981689,13.3100004196,86.6900024414
420034706003,154,0,154,21.3899993896,0.0,0.0
420034710001,752,44,796,63.9900016785,1.21000003815,98.7900009155
420034721001,1156,43,1199,81.2300033569,4.13999986649,95.8600006104
420034721002,961,80,1041,99.8099975586,15.1700000763,84.8300018311
420034722001,712,90,802,87.2699966431,10.0399999619,89.9599990845
420034722002,575,8,583,100.0,0.0,100.0
420034722003,446,41,487,67.1699981689,45.7999992371,54.2000007629
420034723001,613,4,617,100.0,6.38000011444,93.6200027466
420034723002,780,5,785,94.4599990845,7.88999986649,92.1100006104
420034723003,398,0,398,70.3199996948,0.0,100.0
420034724001,781,85,866,83.75,8.07999992371,91.9199981689
420034724002,374,132,506,63.7299995422,30.5799999237,69.4199981689
420034731001,340,164,504,35.8699989319,47.1599998474,52.8400001526
420034731002,295,161,456,60.3199996948,87.0800018311,12.9200000763
420034731003,788,123,911,100.0,51.4700012207,48.5299987793
420034731004,433,253,686,99.7099990845,53.7599983215,46.2400016785
420034731005,896,23,919,94.3499984741,32.6300010681,67.3700027466
420034732001,888,52,940,97.6100006104,31.0699996948,68.9300003052
420034732002,815,98,913,90.0400009155,32.7799987793,67.2200012207
420034732003,986,190,1176,96.7900009155,43.0,57.0
420034733001,225,267,492,40.5600013733,63.4399986267,36.5600013733
420034733002,275,487,762,58.3899993896,57.7900009155,42.2099990845
420034733003,108,96,204,16.4599990845,48.2700004578,51.7299995422
420034733004,241,659,900,86.1200027466,83.5899963379,16.4099998474
420034733005,106,130,236,33.7099990845,35.5200004578,64.4800033569
420034734011,269,33,302,43.3899993896,28.7299995422,71.2699966431
420034734012,137,60,197,32.8300018311,0.0,0.0
420034734013,585,90,675,65.8499984741,32.1199989319,67.8799972534
420034734014,333,478,811,58.2599983215,72.2600021362,27.7399997711
420034734021,561,412,973,91.2799987793,64.8799972534,35.1199989319
420034734022,54,30,84,10.529999733,0.0,0.0
420034734023,145,668,813,45.0900001526,82.4300003052,17.5699996948
420034735001,147,209,356,46.1699981689,63.4500007629,36.5499992371
420034735002,14,69,83,9.55000019073,91.6999969482,8.30000019073
420034735003,470,828,1298,63.6300010681,62.7200012207,37.2799987793
420034736011,163,291,454,49.5600013733,73.8000030518,26.2000007629
420034736012,563,471,1034,68.0699996948,59.7000007629,40.2999992371
420034736013,949,290,1239,76.7699966431,43.8600006104,56.1399993896
420034736021,13,73,86,11.9799995422,0.0,0.0
420034736022,316,293,609,28.7900009155,51.1500015259,48.8499984741
420034736023,197,131,328,47.4000015259,52.9799995422,47.0200004578
420034736024,411,432,843,78.4199981689,70.3700027466,29.6299991608
420034741011,853,784,1637,80.8000030518,70.3000030518,29.7000007629
420034741012,489,463,952,60.4399986267,73.6500015259,26.3500003815
420034741021,629,766,1395,62.3300018311,66.1299972534,33.8699989319
420034741022,595,461,1056,72.9800033569,70.5500030518,29.4500007629
420034742011,116,139,255,9.81000041962,73.9499969482,26.0499992371
420034742021,375,973,1348,60.4199981689,79.6100006104,20.3899993896
420034742022,110,302,412,15.9799995422,77.2399978638,22.7600002289
420034742031,146,695,841,59.5200004578,94.1500015259,5.84999990463
420034742032,88,265,353,50.0699996948,76.0500030518,23.9500007629
420034742033,160,209,369,15.2700004578,24.6499996185,75.3499984741
420034751011,223,87,310,33.6599998474,11.8699998856,88.1299972534
420034751012,476,68,544,64.0800018311,23.7900009155,76.2099990845
420034751013,433,376,809,62.1399993896,60.3499984741,39.6500015259
420034751014,471,280,751,46.0699996948,11.2700004578,88.7300033569
420034751021,468,238,706,42.4000015259,52.0,48.0
420034752001,403,260,663,71.2099990845,67.0899963379,32.9099998474
420034752002,250,398,648,62.4900016785,59.2000007629,40.7999992371
420034752003,506,583,1089,84.9499969482,65.1200027466,34.8800010681
420034752004,525,380,905,54.2200012207,58.4199981689,41.5800018311
420034753011,595,85,680,89.3600006104,17.9500007629,82.0500030518
420034753012,491,120,611,96.8300018311,34.8899993896,65.1100006104
420034753013,287,383,670,33.6699981689,61.8199996948,38.1800003052
420034753014,476,26,502,48.1300010681,7.76000022888,92.2399978638
420034753031,158,0,158,9.13000011444,0.0,100.0
420034753032,346,271,617,51.3699989319,65.6999969482,34.2999992371
420034753033,108,128,236,20.8500003815,73.7099990845,26.2900009155
420034753041,585,278,863,75.6399993896,43.5299987793,56.4700012207
420034753042,449,177,626,33.75,32.3800010681,67.6200027466
420034753043,244,62,306,30.5699996948,49.6300010681,50.3699989319
420034753044,565,359,924,54.6399993896,50.4199981689,49.5800018311
420034754011,600,280,880,65.4300003052,51.1399993896,48.8600006104
420034754012,446,573,1019,60.6199989319,70.3600006104,29.6399993896
420034754013,368,206,574,75.1299972534,55.1300010681,44.8699989319
420034754021,552,199,751,55.1800003052,44.5099983215,55.4900016785
420034754022,291,353,644,37.9000015259,62.8699989319,37.1300010681
420034761001,40,51,91,15.1899995804,0.0,100.0
420034761002,113,75,188,24.2600002289,32.8499984741,67.1500015259
420034761003,411,16,427,49.1899986267,11.6000003815,88.4000015259
420034761004,457,274,731,54.3100013733,29.5400009155,70.4599990845
420034761005,747,55,802,55.4599990845,10.3000001907,89.6999969482
420034762001,399,118,517,70.7300033569,26.7199993134,73.2799987793
420034762002,720,229,949,71.3000030518,24.1599998474,75.8399963379
420034762003,251,320,571,46.7999992371,80.7300033569,19.2700004578
420034771001,207,161,368,30.4599990845,19.1000003815,80.9000015259
420034771002,293,149,442,46.1399993896,52.3800010681,47.6199989319
420034771003,974,261,1235,83.1600036621,32.0600013733,67.9400024414
420034772001,293,149,442,57.1100006104,48.2700004578,51.7299995422
420034772002,382,112,494,72.9700012207,45.3100013733,54.6899986267
420034772003,500,259,759,88.2600021362,51.0400009155,48.9599990845
420034772004,512,320,832,45.4900016785,57.9700012207,42.0299987793
420034773001,0,0,0,0.0,0.0,0.0
420034773002,0,0,0,0.0,0.0,0.0
420034773003,11,4,15,1.33000004292,28.1800003052,71.8199996948
420034773004,324,224,548,54.6399993896,41.4500007629,58.5499992371
420034773005,891,297,1188,71.8700027466,44.75,55.25
420034781001,710,116,826,73.4199981689,16.75,83.25
420034781002,706,21,727,98.1100006104,10.8500003815,89.1500015259
420034781003,1040,98,1138,98.4400024414,13.4099998474,86.5899963379
420034781004,616,83,699,70.3899993896,11.4300003052,88.5699996948
420034782001,921,181,1102,77.9300003052,36.8100013733,63.1899986267
420034782002,651,252,903,42.0400009155,28.9899997711,71.0100021362
420034782003,1378,189,1567,75.8499984741,17.7999992371,82.1999969482
420034790001,557,118,675,80.3600006104,23.9699993134,76.0299987793
420034790002,214,8,222,19.2700004578,0.0,0.0
420034801011,203,165,368,50.1399993896,65.5999984741,34.4000015259
420034801012,410,207,617,61.2099990845,51.0800018311,48.9199981689
420034801013,282,96,378,38.4900016785,25.2999992371,74.6999969482
420034801014,1321,177,1498,70.8899993896,19.9200000763,80.0800018311
420034801021,96,51,147,13.6899995804,0.0,0.0
420034801022,0,0,0,0.0,0.0,0.0
420034801023,0,0,0,0.0,0.0,0.0
420034802001,277,275,552,27.8400001526,73.1200027466,26.8799991608
420034802002,253,131,384,56.2200012207,46.1300010681,53.8699989319
420034802003,411,165,576,75.5899963379,53.2599983215,46.7400016785
420034803001,159,134,293,42.0999984741,26.8199996948,73.1800003052
420034803002,150,219,369,26.8600006104,61.4000015259,38.5999984741
420034803003,371,39,410,74.0100021362,10.1400003433,89.8600006104
420034803004,34,57,91,11.5,0.0,0.0
420034804001,132,474,606,46.4000015259,88.1699981689,11.8299999237
420034804002,2,14,16,1.52999997139,31.3500003815,68.6500015259
420034804003,291,66,357,22.9099998474,24.3099994659,75.6900024414
420034804004,104,27,131,12.2299995422,51.5099983215,48.4900016785
420034810001,775,19,794,97.4199981689,5.78000020981,94.2200012207
420034810002,301,13,314,35.8899993896,0.0,100.0
420034810003,816,78,894,89.8499984741,17.3999996185,82.5999984741
420034810004,184,9,193,26.8799991608,22.4200000763,77.5800018311
420034825001,536,59,595,30.8899993896,20.7900009155,79.2099990845
420034838001,365,48,413,52.5400009155,12.4499998093,87.5500030518
420034838002,1145,23,1168,88.2799987793,4.5,95.5
420034838003,754,49,803,76.0400009155,10.4499998093,89.5500030518
420034843001,822,301,1123,67.3300018311,43.3300018311,56.6699981689
420034843002,125,106,231,42.2299995422,75.0,25.0
420034843003,559,154,713,59.9700012207,0.0,100.0
420034845001,1080,159,1239,70.3199996948,17.5100002289,82.4899978638
420034845002,494,67,561,56.2099990845,0.0,100.0
420034845003,859,36,895,84.5899963379,11.279999733,88.7200012207
420034845004,354,17,371,19.25,3.52999997139,96.4700012207
420034846001,534,0,534,99.2600021362,4.03999996185,95.9599990845
420034846002,649,83,732,81.1500015259,21.9099998474,78.0899963379
420034846003,580,183,763,93.3899993896,42.2299995422,57.7700004578
420034850001,87,253,340,26.75,33.2999992371,66.6999969482
420034867001,821,19,840,56.3400001526,18.6499996185,81.3499984741
420034867002,742,63,805,92.6399993896,11.3100004196,88.6900024414
420034868001,445,138,583,69.9000015259,13.2899999619,86.7099990845
420034868002,622,109,731,73.6200027466,18.8400001526,81.1600036621
420034869001,0,5,5,0.689999997616,0.0,0.0
420034869002,54,76,130,26.9699993134,38.0800018311,61.9199981689
420034869003,22,60,82,47.9500007629,48.4500007629,51.5499992371
420034870001,540,81,621,80.75,38.9700012207,61.0299987793
420034870002,746,105,851,83.3499984741,31.5900001526,68.4100036621
420034881001,621,178,799,71.9800033569,58.1100006104,41.8899993896
420034881002,922,180,1102,91.7600021362,16.2399997711,83.7600021362
420034882001,299,600,899,49.3400001526,60.4399986267,39.5600013733
420034882002,455,82,537,76.0599975586,26.5799999237,73.4199981689
420034882003,386,388,774,72.8099975586,43.9300003052,56.0699996948
420034883001,1013,362,1375,63.2799987793,44.2400016785,55.7599983215
420034884001,583,226,809,65.7699966431,53.2200012207,46.7799987793
420034884002,267,172,439,43.2099990845,59.3499984741,40.6500015259
420034884003,0,181,181,32.6100006104,0.0,0.0
420034884004,801,546,1347,81.5400009155,48.7299995422,51.2700004578
420034885001,157,236,393,46.6199989319,66.1299972534,33.8699989319
420034885002,794,393,1187,86.3300018311,43.5,56.5
420034885003,392,77,469,75.0400009155,26.5300006866,73.4700012207
420034886001,454,57,511,73.6299972534,42.0800018311,57.9199981689
420034886002,196,22,218,22.9699993134,18.3899993896,81.6100006104
420034886003,621,290,911,70.6699981689,58.9500007629,41.0499992371
420034886004,967,193,1160,57.7099990845,54.3199996948,45.6800003052
420034890011,470,77,547,89.8199996948,23.5400009155,76.4599990845
420034890012,874,218,1092,71.75,31.9899997711,68.0100021362
420034890013,1084,400,1484,61.5499992371,39.6399993896,60.3600006104
420034890021,350,191,541,83.8799972534,36.2799987793,63.7200012207
420034890022,488,168,656,52.7299995422,18.3799991608,81.6200027466
420034890023,319,406,725,55.7700004578,67.3499984741,32.6500015259
420034890024,21,34,55,10.2399997711,68.3600006104,31.6399993896
420034900021,292,120,412,42.6100006104,35.5499992371,64.4499969482
420034900022,189,82,271,29.7099990845,72.9199981689,27.0799999237
420034900023,283,168,451,26.5,57.2200012207,42.7799987793
420034900024,252,217,469,76.6299972534,55.0400009155,44.9599990845
420034900025,359,138,497,81.6100006104,37.4500007629,62.5499992371
420034900031,95,91,186,20.0900001526,70.3000030518,29.7000007629
420034900032,690,181,871,84.4000015259,50.7299995422,49.2700004578
420034900033,559,408,967,61.9500007629,59.4700012207,40.5299987793
420034900041,172,523,695,33.5400009155,86.1299972534,13.8699998856
420034900042,331,730,1061,47.0699996948,81.3199996948,18.6800003052
420034900043,216,316,532,69.1800003052,83.8899993896,16.1100006104
420034911011,883,836,1719,61.1100006104,71.0899963379,28.9099998474
420034911012,1341,559,1900,61.7099990845,55.0699996948,44.9300003052
420034912001,764,420,1184,57.9799995422,44.2900009155,55.7099990845
420034927001,485,48,533,99.8099975586,19.9599990845,80.0400009155
420034927002,341,80,421,76.6800003052,27.8999996185,72.0999984741
420034927003,410,235,645,80.7300033569,59.2700004578,40.7299995422
420034928001,923,8,931,77.3300018311,19.1599998474,80.8399963379
420034928002,362,711,1073,68.5599975586,66.7200012207,33.2799987793
420034929001,547,281,828,63.2099990845,34.2900009155,65.7099990845
420034929002,545,142,687,82.2799987793,63.75,36.25
420034940001,1013,314,1327,88.8799972534,37.5499992371,62.4500007629
420034961011,508,261,769,52.5999984741,69.9300003052,30.0699996948
420034961012,446,161,607,40.5999984741,52.6599998474,47.3400001526
420034961021,490,374,864,51.0,56.6399993896,43.3600006104
420034961022,564,342,906,56.6599998474,68.8000030518,31.2000007629
420034962001,270,113,383,31.9699993134,75.5599975586,24.4400005341
420034962002,26,30,56,5.90999984741,88.9800033569,11.0200004578
420034962003,126,104,230,12.7700004578,83.9100036621,16.0900001526
420034962004,104,37,141,24.6900005341,57.6500015259,42.3499984741
420034962005,0,0,0,0.0,0.0,0.0
420034970001,160,172,332,30.9699993134,71.6299972534,28.3700008392
420034980001,0,0,0,0.0,0.0,0.0
420034980002,0,0,0,0.0,0.0,0.0
420034993001,564,6,570,99.6500015259,6.07000017166,93.9300003052
420034993002,279,4,283,28.9699993134,80.8700027466,19.1299991608
420034994001,342,204,546,70.6299972534,33.2299995422,66.7699966431
420034994002,512,72,584,67.75,16.7900009155,83.2099990845
420034994003,1202,0,1202,94.3499984741,0.0,100.0
420035003001,0,15,15,1.07000005245,0.0,0.0
420035003002,0,0,0,0.0,0.0,0.0
420035003003,0,0,0,0.0,0.0,0.0
420035003004,0,0,0,0.0,0.0,0.0
420035010001,1139,202,1341,88.5100021362,24.3999996185,75.5999984741
420035030021,543,108,651,64.0100021362,51.4599990845,48.5400009155
420035030022,738,179,917,74.8000030518,34.6100006104,65.3899993896
420035030023,528,275,803,65.5500030518,31.2399997711,68.7600021362
420035030024,590,92,682,79.0299987793,16.8700008392,83.1299972534
420035030025,342,12,354,21.3500003815,11.4600000381,88.5400009155
420035041001,162,3,165,16.1100006104,0.0,100.0
420035041002,151,100,251,36.4799995422,63.3499984741,36.6500015259
420035041003,148,427,575,72.5999984741,58.8899993896,41.1100006104
420035041004,587,130,717,49.1399993896,47.0699996948,52.9300003052
420035041005,887,173,1060,82.8099975586,50.5699996948,49.4300003052
420035070001,461,198,659,78.0800018311,66.6399993896,33.3600006104
420035070002,1155,87,1242,96.8799972534,16.7800006866,83.2200012207
420035080001,633,141,774,79.0599975586,44.7700004578,55.2299995422
420035080002,425,10,435,35.9199981689,20.9899997711,79.0100021362
420035094001,218,131,349,25.9899997711,0.0,100.0
420035094002,140,238,378,33.0699996948,100.0,0.0
420035094003,265,397,662,83.8000030518,66.7399978638,33.2599983215
420035094004,782,347,1129,97.3300018311,54.7900009155,45.2099990845
420035094005,702,116,818,99.3899993896,32.6399993896,67.3600006104
420035100001,527,234,761,97.6900024414,35.0699996948,64.9300003052
420035100002,604,206,810,77.6600036621,65.7699966431,34.2299995422
420035120001,49,252,301,36.7999992371,39.3699989319,60.6300010681
420035120002,443,295,738,49.2299995422,71.6900024414,28.3099994659
420035128001,454,505,959,69.4899978638,33.8499984741,66.1500015259
420035129001,92,71,163,30.0200004578,84.7600021362,15.2399997711
420035129002,118,0,118,19.1200008392,16.6900005341,83.3099975586
420035138001,339,61,400,45.9199981689,0.0,100.0
420035138002,873,22,895,100.0,7.65999984741,92.3399963379
420035138003,352,3,355,90.3300018311,0.0,0.0
420035140001,446,321,767,93.5400009155,42.25,57.75
420035140002,474,7,481,36.9399986267,9.05000019073,90.9499969482
420035151001,210,39,249,32.5499992371,43.3499984741,56.6500015259
420035151002,1138,80,1218,98.5400009155,9.07999992371,90.9199981689
420035151003,539,100,639,89.0,13.1599998474,86.8399963379
420035152001,0,159,159,15.9499998093,0.0,0.0
420035152002,600,117,717,63.6199989319,21.5400009155,78.4599990845
420035153001,238,0,238,31.3999996185,3.44000005722,96.5599975586
420035153002,0,0,0,0.0,0.0,0.0
420035154011,372,366,738,80.3000030518,59.2200012207,40.7799987793
420035154012,0,153,153,25.3700008392,100.0,0.0
420035154013,466,232,698,93.8199996948,31.5400009155,68.4599990845
420035161001,987,347,1334,95.8300018311,66.2099990845,33.7900009155
420035162001,293,383,676,82.6399993896,74.7399978638,25.2600002289
420035162002,485,320,805,88.6600036621,63.8899993896,36.1100006104
420035170001,0,16,16,2.46000003815,57.4300003052,42.5699996948
420035170002,107,434,541,43.9799995422,82.3199996948,17.6800003052
420035180011,180,417,597,50.8100013733,63.1199989319,36.8800010681
420035180012,223,366,589,46.3400001526,79.8000030518,20.2000007629
420035180013,99,204,303,32.0600013733,72.2799987793,27.7199993134
420035190001,383,440,823,80.2900009155,84.3799972534,15.6199998856
420035190002,385,380,765,53.6100006104,68.5500030518,31.4500007629
420035190003,71,242,313,55.9900016785,82.0899963379,17.9099998474
420035200011,562,277,839,58.6300010681,55.7700004578,44.2299995422
420035200012,483,456,939,52.2200012207,57.7200012207,42.2799987793
420035200021,454,234,688,68.25,68.3399963379,31.6599998474
420035200022,279,221,500,44.1300010681,52.4300003052,47.5699996948
420035200023,148,237,385,39.1300010681,89.4199981689,10.5799999237
420035211001,155,244,399,37.9599990845,82.0,18.0
420035211002,132,283,415,32.1500015259,82.8600006104,17.1399993896
420035211003,1,384,385,17.0300006866,79.9000015259,20.1000003815
420035212001,608,959,1567,82.4300003052,61.7599983215,38.2400016785
420035212002,407,165,572,74.0,23.1599998474,76.8399963379
420035212003,270,484,754,53.25,76.4100036621,23.5900001526
420035213011,579,53,632,77.5500030518,25.1599998474,74.8399963379
420035213012,332,150,482,36.4300003052,23.2399997711,76.7600021362
420035213013,85,81,166,22.0200004578,81.3600006104,18.6399993896
420035213014,381,387,768,57.5699996948,46.0999984741,53.9000015259
420035213021,3,0,3,0.209999993443,0.0,0.0
420035213022,503,33,536,55.3100013733,30.5499992371,69.4499969482
420035213023,541,147,688,51.1100006104,42.6399993896,57.3600006104
420035213024,196,202,398,60.2099990845,71.9300003052,28.0699996948
420035214011,375,506,881,45.7400016785,69.5500030518,30.4500007629
420035214012,200,28,228,24.4599990845,42.2000007629,57.7999992371
420035214021,79,27,106,7.82999992371,71.5999984741,28.3999996185
420035214022,0,0,0,0.0,0.0,0.0
420035214023,0,31,31,2.43000006676,0.0,0.0
