bgrp,WVT_Pop,WVT_Pct
420034455002,0,0.0
420034455003,0,0.0
420034460001,0,0.0
420034460002,0,0.0
420034470001,0,0.0
420034480001,15,1.23000001907
420034490001,23,0.870000004768
420034507001,0,0.0
420034507002,0,0.0
420034508001,0,0.0
420034508002,0,0.0
420034508003,0,0.0
420034511011,16,0.800000011921
420034511012,0,0.0
420034511021,5,0.270000010729
420034511022,0,0.0
420034511023,0,0.0
420034511041,44,1.5
420034511042,5,0.769999980927
420034511051,0,0.0
420034511052,0,0.0
420034511053,0,0.0
420034513001,0,0.0
420034513002,0,0.0
420034513003,0,0.0
420034513004,0,0.0
420034520002,0,0.0
420034520003,0,0.0
420034530032,0,0.0
420034530041,0,0.0
420034530042,0,0.0
420034530043,0,0.0
420034530044,0,0.0
420034550001,0,0.0
420034560011,11,1.15999996662
420034560012,0,0.0
420034560031,56,6.30999994278
420034560032,83,2.81999993324
420034560033,3,0.129999995232
420034560041,9,0.519999980927
420034560042,89,2.90000009537
420034571001,0,0.0
420034571002,5,0.75
420034572001,0,0.0
420034572002,0,0.0
420034572003,0,0.0
420034572004,0,0.0
420034580001,0,0.0
420034580002,0,0.0
420034580003,0,0.0
420034580004,0,0.0
420034591011,0,0.0
420034591021,0,0.0
420034591022,0,0.0
420034591023,0,0.0
420034592011,0,0.0
420034592012,0,0.0
420034592013,0,0.0
420034592014,0,0.0
420034592021,0,0.0
420034600011,0,0.0
420034600012,0,0.0
420034600021,1,0.159999996424
420034600022,0,0.0
420034600023,0,0.0
420034610001,0,0.0
420034621001,34,5.28999996185
420034621002,0,0.0
420034621003,16,1.15999996662
420034626001,0,0.0
420034626002,15,1.74000000954
420034626003,9,1.16999995708
420034626004,30,2.51999998093
420034639001,0,0.0
420034639002,0,0.0
420034639003,9,1.21000003815
420034643001,6,0.460000008345
420034643002,0,0.0
420034643003,0,0.0
420034643004,0,0.0
420034644001,6,1.34000003338
420034644002,34,3.69000005722
420034644003,15,1.38999998569
420034644004,28,2.81999993324
420034656001,44,4.42000007629
420034656002,0,0.0
420034658001,0,0.0
420034658002,0,0.0
420034658003,1,0.109999999404
420034687001,2,0.189999997616
420034687002,0,0.0
420034688001,0,0.0
420034688002,0,0.0
420034688003,0,0.0
420034689001,0,0.0
420034689002,2,0.209999993443
420034689003,2,0.140000000596
420034690001,0,0.0
420034690002,0,0.0
420034690003,21,2.19000005722
420034703001,3,0.189999997616
420034703002,36,1.55999994278
420034704001,0,0.0
420034704002,0,0.0
420034704003,0,0.0
420034705011,0,0.0
420034705012,2,0.140000000596
420034705021,0,0.0
420034705022,7,0.469999998808
420034706001,21,1.26999998093
420034706002,6,0.829999983311
420034706003,0,0.0
420034710001,1,0.0799999982119
420034721001,0,0.0
420034721002,0,0.0
420034722001,0,0.0
420034722002,0,0.0
420034722003,0,0.0
420034723001,3,0.490000009537
420034723002,0,0.0
420034723003,0,0.0
420034724001,0,0.0
420034724002,0,0.0
420034731001,0,0.0
420034731002,0,0.0
420034731003,0,0.0
420034731004,0,0.0
420034731005,0,0.0
420034732001,0,0.0
420034732002,0,0.0
420034732003,0,0.0
420034733001,1,0.0799999982119
420034733002,14,1.07000005245
420034733003,1,0.0799999982119
420034733004,0,0.0
420034733005,0,0.0
420034734011,0,0.0
420034734012,0,0.0
420034734013,0,0.0
420034734014,0,0.0
420034734021,62,5.82000017166
420034734022,0,0.0
420034734023,0,0.0
420034735001,3,0.389999985695
420034735002,0,0.0
420034735003,10,0.490000009537
420034736011,0,0.0
420034736012,0,0.0
420034736013,0,0.0
420034736021,0,0.0
420034736022,0,0.0
420034736023,0,0.0
420034736024,0,0.0
420034741011,0,0.0
420034741012,2,0.129999995232
420034741021,32,1.42999994755
420034741022,0,0.0
420034742011,1,0.0399999991059
420034742021,1,0.0399999991059
420034742022,48,1.86000001431
420034742031,0,0.0
420034742032,0,0.0
420034742033,3,0.119999997318
420034751011,0,0.0
420034751012,0,0.0
420034751013,0,0.0
420034751014,37,2.26999998093
420034751021,15,0.899999976158
420034752001,0,0.0
420034752002,0,0.0
420034752003,0,0.0
420034752004,0,0.0
420034753011,0,0.0
420034753012,0,0.0
420034753013,1,0.0500000007451
420034753014,2,0.189999997616
420034753031,0,0.0
420034753032,0,0.0
420034753033,5,0.439999997616
420034753041,0,0.0
420034753042,10,0.540000021458
420034753043,0,0.0
420034753044,0,0.0
420034754011,46,3.42000007629
420034754012,23,1.37000000477
420034754013,29,3.79999995232
420034754021,0,0.0
420034754022,1,0.0599999986589
420034761001,0,0.0
420034761002,0,0.0
420034761003,0,0.0
420034761004,48,3.56999993324
420034761005,0,0.0
420034762001,0,0.0
420034762002,0,0.0
420034762003,0,0.0
420034771001,18,1.49000000954
420034771002,0,0.0
420034771003,4,0.270000010729
420034772001,0,0.0
420034772002,0,0.0
420034772003,0,0.0
420034772004,4,0.219999998808
420034773001,0,0.0
420034773002,0,0.0
420034773003,1,0.0900000035763
420034773004,22,2.19000005722
420034773005,0,0.0
420034781001,0,0.0
420034781002,0,0.0
420034781003,2,0.170000001788
420034781004,0,0.0
420034782001,0,0.0
420034782002,1,0.0500000007451
420034782003,0,0.0
420034790001,0,0.0
420034790002,0,0.0
420034801011,0,0.0
420034801012,0,0.0
420034801013,3,0.310000002384
420034801014,34,1.61000001431
420034801021,0,0.0
420034801022,0,0.0
420034801023,0,0.0
420034802001,18,0.910000026226
420034802002,0,0.0
420034802003,0,0.0
420034803001,0,0.0
420034803002,181,13.1700000763
420034803003,0,0.0
420034803004,0,0.0
420034804001,0,0.0
420034804002,17,1.62999999523
420034804003,0,0.0
420034804004,3,0.280000001192
420034810001,2,0.25
420034810002,0,0.0
420034810003,0,0.0
420034810004,0,0.0
420034825001,11,0.569999992847
420034838001,0,0.0
420034838002,32,2.42000007629
420034838003,24,2.26999998093
420034843001,14,0.839999973774
420034843002,4,0.730000019073
420034843003,13,1.09000003338
420034845001,0,0.0
420034845002,0,0.0
420034845003,6,0.569999992847
420034845004,9,0.469999998808
420034846001,5,0.930000007153
420034846002,6,0.670000016689
420034846003,4,0.490000009537
420034850001,13,1.01999998093
420034867001,39,2.61999988556
420034867002,42,4.82999992371
420034868001,0,0.0
420034868002,0,0.0
420034869001,0,0.0
420034869002,0,0.0
420034869003,2,1.16999995708
420034870001,0,0.0
420034870002,2,0.20000000298
420034881001,0,0.0
420034881002,0,0.0
420034882001,1,0.0500000007451
420034882002,35,4.96000003815
420034882003,0,0.0
420034883001,51,2.34999990463
420034884001,4,0.330000013113
420034884002,7,0.689999997616
420034884003,3,0.540000021458
420034884004,35,2.11999988556
420034885001,43,5.09999990463
420034885002,72,5.23999977112
420034885003,40,6.40000009537
420034886001,0,0.0
420034886002,177,18.6499996185
420034886003,11,0.850000023842
420034886004,11,0.550000011921
420034890011,0,0.0
420034890012,174,11.4300003052
420034890013,19,0.790000021458
420034890021,0,0.0
420034890022,0,0.0
420034890023,0,0.0
420034890024,0,0.0
420034900021,0,0.0
420034900022,1,0.109999999404
420034900023,4,0.239999994636
420034900024,0,0.0
420034900025,3,0.490000009537
420034900031,23,2.48000001907
420034900032,0,0.0
420034900033,0,0.0
420034900041,0,0.0
420034900042,5,0.219999998808
420034900043,6,0.77999997139
420034911011,57,2.02999997139
420034911012,51,1.65999996662
420034912001,42,2.05999994278
420034927001,0,0.0
420034927002,0,0.0
420034927003,0,0.0
420034928001,3,0.25
420034928002,0,0.0
420034929001,2,0.15000000596
420034929002,1,0.119999997318
420034940001,3,0.20000000298
420034961011,8,0.550000011921
420034961012,1,0.070000000298
420034961021,54,3.19000005722
420034961022,0,0.0
420034962001,4,0.330000013113
420034962002,11,1.15999996662
420034962003,1,0.0599999986589
420034962004,0,0.0
420034962005,0,0.0
420034970001,5,0.469999998808
420034980001,2,0.170000001788
420034980002,2,0.15000000596
420034993001,14,2.45000004768
420034993002,5,0.509999990463
420034994001,39,5.05000019073
420034994002,76,8.81999969482
420034994003,187,14.6800003052
420035003001,14,1.0
420035003002,0,0.0
420035003003,7,1.12999999523
420035003004,0,0.0
420035010001,34,2.24000000954
420035030021,0,0.0
420035030022,0,0.0
420035030023,0,0.0
420035030024,0,0.0
420035030025,44,2.65000009537
420035041001,16,1.55999994278
420035041002,81,11.7700004578
420035041003,0,0.0
420035041004,149,10.2100000381
420035041005,0,0.0
420035070001,0,0.0
420035070002,8,0.620000004768
420035080001,7,0.72000002861
420035080002,2,0.170000001788
420035094001,3,0.219999998808
420035094002,0,0.0
420035094003,2,0.25
420035094004,6,0.519999980927
420035094005,15,1.82000005245
420035100001,2,0.259999990463
420035100002,0,0.0
420035120001,0,0.0
420035120002,0,0.0
420035128001,12,0.870000004768
420035129001,0,0.0
420035129002,0,0.0
420035138001,9,1.02999997139
420035138002,8,0.889999985695
420035138003,5,1.26999998093
420035140001,8,0.980000019073
420035140002,23,1.76999998093
420035151001,7,0.920000016689
420035151002,14,1.12999999523
420035151003,0,0.0
420035152001,0,0.0
420035152002,0,0.0
420035153001,1,0.129999995232
420035153002,0,0.0
420035154011,0,0.0
420035154012,0,0.0
420035154013,0,0.0
420035161001,1,0.070000000298
420035162001,0,0.0
420035162002,0,0.0
420035170001,0,0.0
420035170002,30,2.44000005722
420035180011,0,0.0
420035180012,0,0.0
420035180013,0,0.0
420035190001,0,0.0
420035190002,3,0.209999993443
420035190003,0,0.0
420035200011,89,6.21999979019
420035200012,75,4.17000007629
420035200021,0,0.0
420035200022,0,0.0
420035200023,0,0.0
420035211001,15,1.42999994755
420035211002,2,0.15000000596
420035211003,0,0.0
420035212001,37,1.95000004768
420035212002,25,3.23000001907
420035212003,8,0.560000002384
420035213011,202,24.7900009155
420035213012,6,0.449999988079
420035213013,14,1.86000001431
420035213014,15,1.12000000477
420035213021,93,6.63000011444
420035213022,0,0.0
420035213023,6,0.449999988079
420035213024,73,11.0399999619
420035214011,54,2.79999995232
420035214012,14,1.5
420035214021,0,0.0
420035214022,0,0.0
420035214023,0,0.0
420035215001,32,2.01999998093
420035215002,21,1.09000003338
420035215003,2,0.239999994636
420035220001,6,0.879999995232
420035220002,25,1.51999998093
420035220003,1,0.10000000149
420035231001,0,0.0
420035231002,0,0.0
420035231003,5,0.660000026226
420035231004,0,0.0
420035232001,3,0.230000004172
420035232002,0,0.0
420035232003,0,0.0
420035232004,2,0.280000001192
420035233001,0,0.0
420035233002,1,0.070000000298
420035233003,0,0.0
420035233004,0,0.0
420035234001,0,0.0
420035234002,0,0.0
420035234003,0,0.0
420035234004,0,0.0
420035234005,0,0.0
420035234006,11,1.83000004292
420035235011,0,0.0
420035235012,0,0.0
420035235013,0,0.0
420035235021,2,0.129999995232
420035236001,0,0.0
420035236002,2,0.219999998808
420035236003,4,0.189999997616
420035237011,0,0.0
420035237012,0,0.0
420035237013,0,0.0
420035237014,0,0.0
420035237021,2,0.109999999404
420035237022,18,1.12999999523
420035237023,1,0.0900000035763
420035237024,0,0.0
420035238001,0,0.0
420035238002,0,0.0
420035238003,0,0.0
420035238004,0,0.0
420035240001,4,0.639999985695
420035240002,1,0.10000000149
420035240003,1,0.119999997318
420035251001,0,0.0
420035252001,6,0.419999986887
420035252002,6,1.03999996185
